mcp,tool_name,summary,full_description
executor,list_mirror_vanishers,"List and enumerate all directories that are simultaneously mirrored to sandbox and loaded into LLM context as vanishers for execution operations. Use this when you need to discover available project directories for code execution, find codebases ready for file operations and builds, identify directories configured for executor workflows, or locate projects to run scripts and install packages in. Returns comprehensive directory information including names, paths, file counts, synchronization stat","List and enumerate all directories that are simultaneously mirrored to sandbox and loaded into LLM context as vanishers for execution operations. Use this when you need to discover available project directories for code execution, find codebases ready for file operations and builds, identify directories configured for executor workflows, or locate projects to run scripts and install packages in. Returns comprehensive directory information including names, paths, file counts, synchronization status, and availability for execution operations."
executor,verify_mirror_vanisher,"Verify and validate that a specific directory is correctly configured as both a mirror synced to sandbox and a vanisher loaded into LLM context, confirming readiness for execution operations. Use this before executing code, creating files, building projects, or installing packages to ensure proper directory setup, validate mirror+vanisher configuration, troubleshoot execution environment issues, or confirm that the directory is accessible for file operations and code execution. Provides detailed","Verify and validate that a specific directory is correctly configured as both a mirror synced to sandbox and a vanisher loaded into LLM context, confirming readiness for execution operations. Use this before executing code, creating files, building projects, or installing packages to ensure proper directory setup, validate mirror+vanisher configuration, troubleshoot execution environment issues, or confirm that the directory is accessible for file operations and code execution. Provides detailed validation including mirror synchronization status, vanisher loading state, directory type verification, and specific configuration issues that would prevent execution operations."
executor,execute_python_code,"Execute and run a Python script file with optional command-line arguments in a mirror+vanisher directory, capturing standard output, standard error, and return code. Use this when you need to run Python programs, execute Python scripts for testing or automation, test Python code functionality, run Python-based tools and utilities, execute data processing scripts, or validate Python implementations. Runs scripts using python3 interpreter, passes command-line arguments, captures all output streams","Execute and run a Python script file with optional command-line arguments in a mirror+vanisher directory, capturing standard output, standard error, and return code. Use this when you need to run Python programs, execute Python scripts for testing or automation, test Python code functionality, run Python-based tools and utilities, execute data processing scripts, or validate Python implementations. Runs scripts using python3 interpreter, passes command-line arguments, captures all output streams, reports execution success or failure, and provides complete execution context including working directory and command used. Returns execution results with stdout, stderr, return code, and execution status. Essential for running Python code, automating Python tasks, and executing Python-based workflows in development environments."
executor,execute_shell_command,"Execute and run shell commands and bash scripts in a mirror+vanisher directory, capturing standard output, standard error, and return code for any shell operation. Use this when you need to run shell commands for automation, execute bash scripts, run command-line tools and utilities, perform system operations, execute build scripts, run deployment commands, or automate shell-based workflows. Executes commands using shell interpreter, captures all output streams, supports complex shell syntax inc","Execute and run shell commands and bash scripts in a mirror+vanisher directory, capturing standard output, standard error, and return code for any shell operation. Use this when you need to run shell commands for automation, execute bash scripts, run command-line tools and utilities, perform system operations, execute build scripts, run deployment commands, or automate shell-based workflows. Executes commands using shell interpreter, captures all output streams, supports complex shell syntax including pipes and redirections, reports execution success or failure, and provides complete execution context. Returns execution results with stdout, stderr, return code, command executed, and working directory. Essential for shell automation, running system commands, executing build tools, and performing command-line operations in development workflows."
executor,execute_javascript_code,"Execute and run a JavaScript or Node.js script file with optional command-line arguments in a mirror+vanisher directory, capturing standard output, standard error, and return code. Use this when you need to run JavaScript programs using Node.js runtime, execute Node.js scripts for automation or testing, test JavaScript code functionality, run Node.js-based tools and utilities, execute JavaScript data processing or build scripts, or validate JavaScript/TypeScript implementations. Runs scripts usi","Execute and run a JavaScript or Node.js script file with optional command-line arguments in a mirror+vanisher directory, capturing standard output, standard error, and return code. Use this when you need to run JavaScript programs using Node.js runtime, execute Node.js scripts for automation or testing, test JavaScript code functionality, run Node.js-based tools and utilities, execute JavaScript data processing or build scripts, or validate JavaScript/TypeScript implementations. Runs scripts using Node.js interpreter, passes command-line arguments, captures all output streams, reports execution success or failure, and provides complete execution context including working directory and command used. Returns execution results with stdout, stderr, return code, and execution status. Essential for running JavaScript code, automating Node.js tasks, and executing JavaScript-based development workflows."
executor,execute_code_snippet,"Execute and run code snippets dynamically by creating temporary files and executing them in specified programming languages including Python, JavaScript, and Bash. Use this when you need to quickly test code without creating permanent files, execute dynamic code snippets for prototyping, run ad-hoc code for testing or validation, execute inline scripts for automation, test small code fragments, or run code experiments. Creates temporary files for code execution, supports Python, JavaScript, and ","Execute and run code snippets dynamically by creating temporary files and executing them in specified programming languages including Python, JavaScript, and Bash. Use this when you need to quickly test code without creating permanent files, execute dynamic code snippets for prototyping, run ad-hoc code for testing or validation, execute inline scripts for automation, test small code fragments, or run code experiments. Creates temporary files for code execution, supports Python, JavaScript, and Bash languages, executes code with proper interpreters, automatically cleans up temporary files after execution, captures output and errors, and reports execution success. Returns execution results with stdout, stderr, return code, and execution status. Perfect for rapid code testing, prototyping, and executing transient code snippets without file management overhead."
executor,create_file,"Create and write a new file with specified content in a mirror+vanisher directory, with optional overwrite capability for existing files. Use this when you need to create new source code files, write configuration files, generate new scripts or documentation, create data files, write output files from processing, or initialize new file-based resources. Creates file with specified content, creates parent directories automatically if needed, supports UTF-8 encoding for text content, optionally ove","Create and write a new file with specified content in a mirror+vanisher directory, with optional overwrite capability for existing files. Use this when you need to create new source code files, write configuration files, generate new scripts or documentation, create data files, write output files from processing, or initialize new file-based resources. Creates file with specified content, creates parent directories automatically if needed, supports UTF-8 encoding for text content, optionally overwrites existing files when specified, validates file paths, and reports file creation details. Returns creation status with file path, file size in bytes, line count, and whether file was newly created or overwritten. Essential for code generation, file creation workflows, writing generated content, and initializing new files in development projects."
executor,update_file,"Update and replace the complete content of an existing file with new content in a mirror+vanisher directory, with automatic backup creation before modification. Use this when you need to modify existing source code files, update configuration files, rewrite scripts with new implementations, change documentation content, update data files, or apply complete file modifications. Reads existing file, creates timestamped backup copy before modification (optional), writes new content completely replac","Update and replace the complete content of an existing file with new content in a mirror+vanisher directory, with automatic backup creation before modification. Use this when you need to modify existing source code files, update configuration files, rewrite scripts with new implementations, change documentation content, update data files, or apply complete file modifications. Reads existing file, creates timestamped backup copy before modification (optional), writes new content completely replacing old content, preserves file metadata, and reports update details. Returns update status with file path, old and new file sizes, backup location, line count, and modification success. Essential for code modification workflows, updating existing files safely, applying changes to configuration, and rewriting file content while maintaining backup copies for safety."
executor,append_to_file,"Append and add new content to the end of an existing file in a mirror+vanisher directory without replacing existing content. Use this when you need to add content to log files, append records to data files, add new entries to configuration files, extend documentation files, append output to existing files, or incrementally build file content. Opens file in append mode, adds new content to end of file preserving existing content, supports UTF-8 encoding, reports size changes, and maintains file i","Append and add new content to the end of an existing file in a mirror+vanisher directory without replacing existing content. Use this when you need to add content to log files, append records to data files, add new entries to configuration files, extend documentation files, append output to existing files, or incrementally build file content. Opens file in append mode, adds new content to end of file preserving existing content, supports UTF-8 encoding, reports size changes, and maintains file integrity. Returns append status with file path, old and new file sizes, and bytes appended. Essential for logging, incremental file building, appending records or entries, extending existing files, and additive file modification workflows."
executor,delete_file,"Delete and remove an existing file from a mirror+vanisher directory with optional backup creation before deletion for safety. Use this when you need to remove obsolete files, clean up temporary files, delete generated files, remove outdated scripts or configuration, eliminate unnecessary files, or perform file cleanup operations. Optionally creates timestamped backup copy in .backups directory before deletion, validates file existence, permanently removes file, and reports deletion details. Retu","Delete and remove an existing file from a mirror+vanisher directory with optional backup creation before deletion for safety. Use this when you need to remove obsolete files, clean up temporary files, delete generated files, remove outdated scripts or configuration, eliminate unnecessary files, or perform file cleanup operations. Optionally creates timestamped backup copy in .backups directory before deletion, validates file existence, permanently removes file, and reports deletion details. Returns deletion status with deleted file path, file size, backup location if created, and deletion success. Essential for file cleanup, removing obsolete code, cleaning temporary files, and maintaining clean project directories while preserving backup safety."
executor,copy_file,"Copy and duplicate a file to a new location within a mirror+vanisher directory, creating exact copies with optional overwrite of existing destination files. Use this when you need to duplicate files for backups, create file copies for modifications, replicate configuration files, copy templates for new files, duplicate source files for different versions, or create file copies for testing. Reads source file content, creates destination parent directories if needed, writes exact copy to destinati","Copy and duplicate a file to a new location within a mirror+vanisher directory, creating exact copies with optional overwrite of existing destination files. Use this when you need to duplicate files for backups, create file copies for modifications, replicate configuration files, copy templates for new files, duplicate source files for different versions, or create file copies for testing. Reads source file content, creates destination parent directories if needed, writes exact copy to destination, preserves file content and metadata, optionally overwrites existing destination, and reports copy details. Returns copy status with source and destination paths, file size copied, and operation success. Essential for file duplication, backup creation, template copying, and file replication workflows."
executor,move_file,"Move and relocate a file to a new location within a mirror+vanisher directory, renaming or reorganizing files with optional overwrite of destination. Use this when you need to relocate files to different directories, rename files by moving to new paths, reorganize project file structure, move files between directories, restructure codebase organization, or perform file reorganization operations. Moves file from source to destination, creates destination parent directories if needed, optionally o","Move and relocate a file to a new location within a mirror+vanisher directory, renaming or reorganizing files with optional overwrite of destination. Use this when you need to relocate files to different directories, rename files by moving to new paths, reorganize project file structure, move files between directories, restructure codebase organization, or perform file reorganization operations. Moves file from source to destination, creates destination parent directories if needed, optionally overwrites existing destination, removes file from source location, and reports move details. Returns move status with old and new paths, file size, and operation success. Essential for file organization, project restructuring, file renaming, directory reorganization, and codebase structure modifications."
executor,install_pip_packages,"Install Python packages and dependencies using pip package manager in a mirror+vanisher directory from package names or requirements.txt file. Use this when you need to install Python dependencies for projects, set up Python package requirements, install libraries for Python scripts, add Python packages to environments, install packages from requirements.txt, upgrade existing Python packages, or manage Python project dependencies. Executes pip install commands, supports installing from package l","Install Python packages and dependencies using pip package manager in a mirror+vanisher directory from package names or requirements.txt file. Use this when you need to install Python dependencies for projects, set up Python package requirements, install libraries for Python scripts, add Python packages to environments, install packages from requirements.txt, upgrade existing Python packages, or manage Python project dependencies. Executes pip install commands, supports installing from package list or requirements file, optionally upgrades existing packages, captures installation output and errors, validates package installation success, and reports installed packages. Returns installation status with command executed, stdout/stderr output, installed packages list, and success indicator. Essential for Python dependency management, setting up Python environments, installing required libraries, and managing Python package installations in development workflows."
executor,install_npm_packages,"Install Node.js packages and dependencies using npm package manager in a mirror+vanisher directory from package names or package.json file. Use this when you need to install Node.js dependencies for JavaScript projects, set up npm package requirements, install JavaScript libraries, add packages to Node.js projects, install packages from package.json, install development dependencies, or manage Node.js project dependencies. Executes npm install commands, supports installing from package list or p","Install Node.js packages and dependencies using npm package manager in a mirror+vanisher directory from package names or package.json file. Use this when you need to install Node.js dependencies for JavaScript projects, set up npm package requirements, install JavaScript libraries, add packages to Node.js projects, install packages from package.json, install development dependencies, or manage Node.js project dependencies. Executes npm install commands, supports installing from package list or package.json, optionally installs as dev dependencies, captures installation output and errors, validates installation success, and reports installed packages. Returns installation status with command executed, stdout/stderr output, installed packages list, and success indicator. Essential for Node.js dependency management, setting up JavaScript environments, installing required libraries, and managing npm package installations in JavaScript development workflows."
executor,run_build_command,"Execute and run build commands and tools including make, gradle, maven, cargo, or any custom build scripts in a mirror+vanisher directory. Use this when you need to build software projects, compile applications, execute build scripts, run project build tools, compile source code into executables or artifacts, execute deployment build processes, or run project-specific build automation. Executes build commands using shell, supports make, gradle, maven, npm build, cargo build, and custom build too","Execute and run build commands and tools including make, gradle, maven, cargo, or any custom build scripts in a mirror+vanisher directory. Use this when you need to build software projects, compile applications, execute build scripts, run project build tools, compile source code into executables or artifacts, execute deployment build processes, or run project-specific build automation. Executes build commands using shell, supports make, gradle, maven, npm build, cargo build, and custom build tools, captures build output and errors, reports build success or failure, provides complete build logs, and validates build completion. Returns build status with command executed, stdout/stderr output, return code, working directory, and build success indicator. Essential for project compilation, building applications, running automated builds, generating build artifacts, and executing build workflows in development and deployment processes."
executor,compile_python,"Compile Python source files to bytecode using py_compile module in a mirror+vanisher directory for syntax validation and bytecode generation. Use this when you need to validate Python syntax without running code, compile Python files to .pyc bytecode, check for Python compilation errors, verify Python code syntax correctness, generate Python bytecode files, or perform Python syntax validation. Executes python -m py_compile command, validates Python syntax, generates .pyc bytecode in __pycache__,","Compile Python source files to bytecode using py_compile module in a mirror+vanisher directory for syntax validation and bytecode generation. Use this when you need to validate Python syntax without running code, compile Python files to .pyc bytecode, check for Python compilation errors, verify Python code syntax correctness, generate Python bytecode files, or perform Python syntax validation. Executes python -m py_compile command, validates Python syntax, generates .pyc bytecode in __pycache__, reports compilation errors, and confirms successful compilation. Returns compilation status with file path, stdout/stderr output, return code, and compilation success indicator. Essential for Python syntax validation, bytecode generation, checking code before execution, and ensuring Python files are syntactically correct."
executor,create_virtual_env,"Create a Python virtual environment using venv module in a mirror+vanisher directory for isolated Python package management and dependency isolation. Use this when you need to set up isolated Python environments, create project-specific Python environments, isolate Python dependencies per project, set up clean Python environments, create virtual environments for development, or establish isolated Python package spaces. Executes python -m venv command, creates virtual environment directory struct","Create a Python virtual environment using venv module in a mirror+vanisher directory for isolated Python package management and dependency isolation. Use this when you need to set up isolated Python environments, create project-specific Python environments, isolate Python dependencies per project, set up clean Python environments, create virtual environments for development, or establish isolated Python package spaces. Executes python -m venv command, creates virtual environment directory structure, sets up isolated Python and pip, provides activation command instructions, and validates environment creation. Returns creation status with virtual environment path, activation command, stdout/stderr output, and creation success indicator. Essential for Python environment isolation, managing project-specific dependencies, creating clean Python environments, and establishing isolated development environments for Python projects."
executor,install_in_virtual_env,"Install Python packages in an existing virtual environment using pip in a mirror+vanisher directory. Use this when you need to install packages in an isolated venv, manage venv-specific dependencies, install libraries without affecting global Python, set up project dependencies in virtual environment, or add packages to an existing venv. Locates virtual environment, uses venv's pip executable, installs from package list or requirements.txt, validates venv existence, reports installed packages, a","Install Python packages in an existing virtual environment using pip in a mirror+vanisher directory. Use this when you need to install packages in an isolated venv, manage venv-specific dependencies, install libraries without affecting global Python, set up project dependencies in virtual environment, or add packages to an existing venv. Locates virtual environment, uses venv's pip executable, installs from package list or requirements.txt, validates venv existence, reports installed packages, and ensures isolation. Returns installation status with venv name, installed packages list, and success indicator. Essential for managing isolated Python dependencies, installing packages in project-specific environments, and maintaining clean dependency separation."
executor,run_in_virtual_env,"Run commands in an activated virtual environment in a mirror+vanisher directory. Use this when you need to execute Python scripts with venv-installed packages, run commands using venv Python interpreter, test code in isolated environment, execute tools installed in venv, run development commands with project dependencies, or perform operations using venv-specific packages. Activates virtual environment, executes command in venv context, uses venv's Python and packages, captures output, validates","Run commands in an activated virtual environment in a mirror+vanisher directory. Use this when you need to execute Python scripts with venv-installed packages, run commands using venv Python interpreter, test code in isolated environment, execute tools installed in venv, run development commands with project dependencies, or perform operations using venv-specific packages. Activates virtual environment, executes command in venv context, uses venv's Python and packages, captures output, validates venv existence, and reports execution results. Returns execution status with command output, return code, venv name, and success indicator. Essential for running code with isolated dependencies, testing in virtual environments, and executing venv-specific tools and scripts."
executor,run_docker_build,"Build Docker container images from Dockerfiles in a mirror+vanisher directory with optional build arguments and custom tags for containerization. Use this when you need to build Docker images for applications, containerize applications, create Docker containers from Dockerfiles, build images with specific tags, pass build arguments to Docker builds, create deployable container images, or automate Docker image creation. Executes docker build command, supports custom Dockerfiles, allows image tagg","Build Docker container images from Dockerfiles in a mirror+vanisher directory with optional build arguments and custom tags for containerization. Use this when you need to build Docker images for applications, containerize applications, create Docker containers from Dockerfiles, build images with specific tags, pass build arguments to Docker builds, create deployable container images, or automate Docker image creation. Executes docker build command, supports custom Dockerfiles, allows image tagging, accepts build arguments, captures build output and logs, validates build success, and reports image creation. Returns build status with image tag, command executed, stdout/stderr output, return code, and build success indicator. Essential for containerization workflows, building application containers, creating Docker images, automating container builds, and deploying containerized applications."
executor,create_directory,"Create a new directory in a mirror+vanisher directory with optional parent directory creation for establishing directory structures. Use this when you need to create new directories for organizing files, establish directory hierarchies, create folders for new modules or components, set up directory structures for projects, create subdirectories for categorization, or prepare directory trees for file organization. Creates directory at specified path, optionally creates all parent directories in p","Create a new directory in a mirror+vanisher directory with optional parent directory creation for establishing directory structures. Use this when you need to create new directories for organizing files, establish directory hierarchies, create folders for new modules or components, set up directory structures for projects, create subdirectories for categorization, or prepare directory trees for file organization. Creates directory at specified path, optionally creates all parent directories in path, validates directory creation, prevents duplicate creation, and reports creation details. Returns creation status with directory path, parent creation flag, and operation success. Essential for directory structure creation, organizing project files, establishing folder hierarchies, preparing directory layouts, and setting up organized file storage."
executor,create_directory_structure,"Create complete directory structures and hierarchies from dictionary specifications in a mirror+vanisher directory for establishing complex folder organizations. Use this when you need to create project scaffolding with multiple directories, establish complete directory hierarchies in one operation, set up directory trees for new projects, create organized folder structures, initialize project layouts with multiple directories, or build complex directory organizations. Accepts nested dictionary ","Create complete directory structures and hierarchies from dictionary specifications in a mirror+vanisher directory for establishing complex folder organizations. Use this when you need to create project scaffolding with multiple directories, establish complete directory hierarchies in one operation, set up directory trees for new projects, create organized folder structures, initialize project layouts with multiple directories, or build complex directory organizations. Accepts nested dictionary defining directory structure, recursively creates all directories, creates parent paths automatically, validates structure creation, and reports all created directories. Returns creation status with list of all created directories, directory count, and operation success. Essential for project initialization, creating project templates, establishing directory scaffolds, setting up organized structures, and initializing complex directory layouts."
executor,delete_directory,"Delete and remove directories from a mirror+vanisher directory with optional recursive deletion and backup archive creation for safety. Use this when you need to remove obsolete directories, clean up empty folders, delete directory trees recursively, remove build output directories, eliminate temporary directories, or perform directory cleanup operations. Optionally deletes directory contents recursively, creates zip backup archive before deletion, validates directory existence, permanently remo","Delete and remove directories from a mirror+vanisher directory with optional recursive deletion and backup archive creation for safety. Use this when you need to remove obsolete directories, clean up empty folders, delete directory trees recursively, remove build output directories, eliminate temporary directories, or perform directory cleanup operations. Optionally deletes directory contents recursively, creates zip backup archive before deletion, validates directory existence, permanently removes directory, and reports deletion details. Returns deletion status with deleted directory path, backup archive location, recursive flag, and operation success. Essential for directory cleanup, removing obsolete folders, cleaning build directories, eliminating temporary storage, and maintaining clean project structures with backup safety."
executor,copy_directory,"Copy and duplicate entire directory trees to new locations within a mirror+vanisher directory with optional overwrite of existing destinations. Use this when you need to duplicate directory structures, create directory backups, replicate folder trees, copy project templates, duplicate module directories, or create directory copies for modifications. Recursively copies directory and all contents, creates destination parent directories, preserves directory structure, optionally overwrites existing","Copy and duplicate entire directory trees to new locations within a mirror+vanisher directory with optional overwrite of existing destinations. Use this when you need to duplicate directory structures, create directory backups, replicate folder trees, copy project templates, duplicate module directories, or create directory copies for modifications. Recursively copies directory and all contents, creates destination parent directories, preserves directory structure, optionally overwrites existing destination, reports file counts, and validates copy operation. Returns copy status with source and destination paths, file count copied, and operation success. Essential for directory duplication, backup creation, template copying, directory replication, and creating working copies of folder structures."
executor,move_directory,"Move and relocate entire directory trees to new locations within a mirror+vanisher directory, renaming or reorganizing directories with optional overwrite. Use this when you need to relocate directories, reorganize project structure, rename directories by moving, restructure folder hierarchies, move modules to different locations, or perform directory reorganization operations. Moves directory and all contents from source to destination, creates destination parent directories, optionally overwri","Move and relocate entire directory trees to new locations within a mirror+vanisher directory, renaming or reorganizing directories with optional overwrite. Use this when you need to relocate directories, reorganize project structure, rename directories by moving, restructure folder hierarchies, move modules to different locations, or perform directory reorganization operations. Moves directory and all contents from source to destination, creates destination parent directories, optionally overwrites existing destination, removes directory from source location, reports file counts, and validates move operation. Returns move status with old and new paths, file count moved, and operation success. Essential for directory organization, project restructuring, folder renaming, directory relocation, and codebase structure modifications."
executor,list_directory_contents,"List and enumerate contents of directories in a mirror+vanisher directory with optional recursive listing and filtering by file type. Use this when you need to see directory contents, list files and subdirectories, explore directory structures, find files in directories, inventory directory contents, list files recursively, or discover what files and folders exist. Lists directory entries, optionally recurses into subdirectories, filters to show only files excluding directories, reports file siz","List and enumerate contents of directories in a mirror+vanisher directory with optional recursive listing and filtering by file type. Use this when you need to see directory contents, list files and subdirectories, explore directory structures, find files in directories, inventory directory contents, list files recursively, or discover what files and folders exist. Lists directory entries, optionally recurses into subdirectories, filters to show only files excluding directories, reports file sizes, shows relative paths, and provides item counts. Returns listing with contents array, file/directory type indicators, sizes, paths, total count, and operation success. Essential for directory exploration, discovering files, understanding folder contents, finding items in directories, and enumerating directory structures."
python_executor,write_code,Write code to a file in a vanisher directory for code generation and implementation. Creates a new file or performs a full file overwrite with the provided code content in a safe and traceable manner. The vanisher directory will be automatically created if it doesn't exist. This tool implements Step 5 (Code Generation) of the pillars methodology by providing full file overwrite capability for code generation tasks. Use this tool when you need to: - Generate new code files as part of an implement,"Write code to a file in a vanisher directory for code generation and implementation. Creates a new file or performs a full file overwrite with the provided code content in a safe and traceable manner. The vanisher directory will be automatically created if it doesn't exist. This tool implements Step 5 (Code Generation) of the pillars methodology by providing full file overwrite capability for code generation tasks. Use this tool when you need to: - Generate new code files as part of an implementation plan - Perform full file overwrite for small files or complete rewrites - Create source files following project style conventions - Implement new features by writing code to specific file paths - Create test files for testing and verification workflows - Write configuration files or scripts for automation - Start a new coding project in a clean workspace The tool automatically detects the programming language from the file extension and reports useful metadata like file size and line count. Code Quality Standards: - Follow project style conventions - Include docstrings/comments for complex logic - Handle errors appropriately - Use proper type hints if applicable - Ensure code is testable and maintainable Parameters: - vanisher_name: Name of the vanisher directory (workspace) - filename: Name of the file to create (can include subdirectories like 'src/main.py') - code: The complete code content to write - language: Optional language hint (auto-detected from extension if not provided) Returns success status, file path, detected language, and file statistics. Essential for code generation workflows and implementation plan execution."
python_executor,update_code,Update code in an existing file using search-and-replace pattern for targeted changes. Performs a precise search-and-replace operation on existing code in a safe and traceable manner. This implements the search-and-replace method from Step 5 (Code Generation) of the pillars methodology. Use this tool when you need to: - Apply targeted changes to specific code sections without full file overwrite - Fix bugs by modifying only necessary lines - Implement fixes from an implementation plan - Update s,"Update code in an existing file using search-and-replace pattern for targeted changes. Performs a precise search-and-replace operation on existing code in a safe and traceable manner. This implements the search-and-replace method from Step 5 (Code Generation) of the pillars methodology. Use this tool when you need to: - Apply targeted changes to specific code sections without full file overwrite - Fix bugs by modifying only necessary lines - Implement fixes from an implementation plan - Update specific functions, classes, or code blocks - Refactor particular code sections while preserving existing code style - Modify imports, configuration, or specific logic - Apply changes from unified diff or patch generation The tool ensures the old_code exists exactly once in the file to prevent accidental multiple replacements. If the old_code is not found or appears multiple times, the operation will fail with helpful error messages. Code Quality Standards: - Only modify necessary lines - no unrelated changes - Preserve existing code style and formatting - Add comments for complex logic - Include error handling where appropriate - Follow project conventions Parameters: - vanisher_name: Name of the vanisher directory - filename: Name of the file to update - old_code: The exact code section to find and replace (must match perfectly) - new_code: The replacement code Returns success status and details about the change (lines affected, size change). Essential for implementing bug fixes and targeted refactoring."
python_executor,run_code,"Run code from a file in a vanisher directory for testing and verification. Executes the code file using the appropriate interpreter based on file extension. Captures both stdout and stderr output for analysis and verification. This tool implements Step 6 (Testing and Verification) of the pillars methodology by providing code execution capability for running tests and validating implementations. Supported file types: - .py: Python (using python interpreter) - for unit tests, integration tests, an","Run code from a file in a vanisher directory for testing and verification. Executes the code file using the appropriate interpreter based on file extension. Captures both stdout and stderr output for analysis and verification. This tool implements Step 6 (Testing and Verification) of the pillars methodology by providing code execution capability for running tests and validating implementations. Supported file types: - .py: Python (using python interpreter) - for unit tests, integration tests, and scripts - .js: JavaScript (using node) - for Node.js tests and scripts - .r, .R: R scripts (using Rscript) - for data analysis and statistical tests - .sh, .bash: Shell scripts (using bash) - for automation and build scripts Use this tool when you need to: - Execute tests for testing and verification of implementations - Run unit tests, integration tests, or edge case tests - Validate code functionality after code generation - Execute test commands (pytest, npm test, etc.) - Verify changes by running test suites - Run scripts and capture output for analysis - Execute build or automation commands - Validate implementations from implementation plans The execution runs with a configurable timeout (default 30 seconds) to prevent hanging processes. You can pass command-line arguments and custom environment variables as needed. Testing Best Practices: - Run tests after every code change - Capture output for verification - Check exit codes for test pass/fail status - Use timeouts to prevent hanging tests Parameters: - vanisher_name: Name of the vanisher directory - filename: Name of the file to execute - args: Optional list of command-line arguments - timeout: Execution timeout in seconds (default: 30) - env: Optional dictionary of environment variables Returns exit code, stdout, stderr, and the command that was executed. Essential for testing and verification workflows and validating implementation plans."
python_executor,pip_install,"Install Python packages using pip in a vanisher directory for dependency management. Installs packages into the virtual environment if one exists in the vanisher directory, otherwise uses the system pip. This is essential for setting up project dependencies before code generation and testing workflows. This tool supports the pillars methodology by enabling proper environment setup for code execution, testing, and verification phases. Use this tool when you need to: - Install dependencies as part","Install Python packages using pip in a vanisher directory for dependency management. Installs packages into the virtual environment if one exists in the vanisher directory, otherwise uses the system pip. This is essential for setting up project dependencies before code generation and testing workflows. This tool supports the pillars methodology by enabling proper environment setup for code execution, testing, and verification phases. Use this tool when you need to: - Install dependencies as part of an implementation plan - Set up testing frameworks (pytest, unittest) for testing and verification - Add packages required for code generation tasks - Install libraries needed by generated code - Set up the environment before running tests - Add development dependencies for quality checks - Install packages with version specifiers for reproducible builds The tool automatically detects and uses the venv if present (checks venv, .venv, env, .env directories). Installation has a longer default timeout (300 seconds) to accommodate large packages. Best Practices: - Install dependencies early in implementation workflows - Use version specifiers for reproducible environments - Install test frameworks before running tests - Use virtual environments for isolation Parameters: - vanisher_name: Name of the vanisher directory - packages: List of package names to install (supports version specifiers like 'numpy>=1.20') - timeout: Installation timeout in seconds (default: 300) Returns exit code, stdout, stderr, and whether venv was used. Essential for setting up environments for code generation and testing workflows."
python_executor,list_vanishers,"List all vanisher directories for exploring available workspaces. Enumerates all vanisher workspaces available for code generation, testing, and execution. Each vanisher is an isolated directory where you can write, update, and run code following the pillars methodology. This tool supports Step 1 (Exploration) by helping you discover available workspaces for implementation plans and development workflows. Use this tool when you need to: - Explore available workspaces before starting an implement","List all vanisher directories for exploring available workspaces. Enumerates all vanisher workspaces available for code generation, testing, and execution. Each vanisher is an isolated directory where you can write, update, and run code following the pillars methodology. This tool supports Step 1 (Exploration) by helping you discover available workspaces for implementation plans and development workflows. Use this tool when you need to: - Explore available workspaces before starting an implementation plan - See what vanisher directories exist for code generation - Find workspaces ready for testing and verification - Check vanisher directory contents - Discover existing code projects - Identify workspaces for new feature implementation Returns a list of vanisher directories with their names, paths, and file counts. Essential for exploration and planning workflows."
python_executor,list_files,"List all files in a vanisher directory for exploring codebase structure. Shows all files present in a specific vanisher workspace, including files in subdirectories. Essential for understanding project structure before code generation and identifying files for testing and verification. This tool supports Step 1 (Exploration) of the pillars methodology by enabling codebase exploration and file discovery within vanisher workspaces. Use this tool when you need to: - Explore codebase structure befor","List all files in a vanisher directory for exploring codebase structure. Shows all files present in a specific vanisher workspace, including files in subdirectories. Essential for understanding project structure before code generation and identifying files for testing and verification. This tool supports Step 1 (Exploration) of the pillars methodology by enabling codebase exploration and file discovery within vanisher workspaces. Use this tool when you need to: - Explore codebase structure before implementing features - See what files exist for understanding project organization - Find specific files to modify in an implementation plan - Check directory structure for architecture analysis - Identify test files for testing and verification workflows - Discover source files for code generation tasks - Find files to read for context before making changes Parameters: - vanisher_name: Name of the vanisher directory to list Returns a list of files with their names, full paths, and sizes. Essential for exploration and planning phases of development workflows."
python_executor,delete_vanisher,"Delete a vanisher directory and all its contents for workspace cleanup. Permanently removes a vanisher workspace and all files within it. This action cannot be undone, so use with caution. Use this tool when you need to: - Clean up temporary workspaces after completing implementation plans - Remove obsolete vanisher directories - Free up disk space after testing and verification is complete - Reset a workspace completely for new projects - Remove failed or abandoned code generation attempts - Cl","Delete a vanisher directory and all its contents for workspace cleanup. Permanently removes a vanisher workspace and all files within it. This action cannot be undone, so use with caution. Use this tool when you need to: - Clean up temporary workspaces after completing implementation plans - Remove obsolete vanisher directories - Free up disk space after testing and verification is complete - Reset a workspace completely for new projects - Remove failed or abandoned code generation attempts - Clean up after build and test cycles Parameters: - name: Name of the vanisher directory to delete Returns success status and confirmation message. Use as part of cleanup phase in development workflows."
